movieId,title,genres,tag
2539,"Muppets Take Manhattan, The (1984)",children comedy musical,
2540,We're Back! A Dinosaur's Story (1993),adventure animation children fantasy,
2541,Baby... Secret of the Lost Legend (1985),adventure sci fi,
2542,Turtle Diary (1985),comedy drama romance,
2543,Raise the Titanic (1980),drama thriller,
2544,Titanic (1953),action drama,
2545,"Night to Remember, A (1958)",action drama,
2546,Captain Horatio Hornblower R.N. (1951),action adventure drama war,
2547,Erin Brockovich (2000),drama,scandal true story
2548,Final Destination (2000),drama thriller,
2549,Soft Fruit (1999),comedy drama,
2550,"Bear, The (Ours, L') (1988)",adventure children drama,
2551,Love Is a Many-Splendored Thing (1955),drama romance war,
2552,"Mirror, The (Zerkalo) (1975)",drama,
2553,"Crimson Pirate, The (1952)",adventure comedy,
2554,Thelma & Louise (1991),adventure crime drama,
2555,...And Justice for All (1979),drama thriller,lawyers
2556,Animal House (1978),comedy,college toga
2557,She's Gotta Have It (1986),comedy romance,
2558,School Daze (1988),drama,
2559,Do the Right Thing (1989),drama,racism great cinematography
2560,Mo' Better Blues (1990),drama musical,
2561,Jungle Fever (1991),drama romance,
2562,"Champ, The (1979)",drama,
2563,Creature Comforts (1989),animation comedy,aardman
2564,Death Wish (1974),action crime drama,
2565,Death Wish 2 (1982),action drama,
2566,Death Wish 3 (1985),action drama,
2567,Death Wish 4: The Crackdown (1987),action drama,
2568,Death Wish 5: The Face of Death (1994),action drama,
2569,Double Indemnity (1944),crime drama film noir,insurance
2570,Dying Young (1991),drama romance,
2571,Teenage Mutant Ninja Turtles (1990),action children comedy fantasy sci fi,
2572,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),action children fantasy,
2573,Teenage Mutant Ninja Turtles III (1993),action adventure children comedy fantasy,
2574,Red Dawn (1984),action drama war,
2575,Band of the Hand (1986),action crime drama,
2576,Bloodsport (1988),action,
2577,Eyes of Laura Mars (1978),mystery thriller,
2578,Funny Bones (1995),comedy drama,
2579,"Good Earth, The (1937)",drama,pearl buck
2580,"Good Morning, Vietnam (1987)",comedy drama war,
2581,"Good Mother, The (1988)",drama,
2582,Grumpy Old Men (1993),comedy,
2583,Guess Who's Coming to Dinner (1967),drama,hepburn tracy interracial marriage prejudice racism
2584,Romeo Must Die (2000),action crime romance thriller,
2585,Here on Earth (2000),drama romance,
2586,Whatever It Takes (2000),comedy romance,
2587,Buddy Boy (1999),drama thriller,
2588,"Color of Paradise, The (Rang-e khoda) (1999)",drama,netflix queue
2589,Gothic (1986),drama horror,
2590,Lord of the Flies (1963),adventure drama thriller,island
2591,Modern Times (1936),comedy drama romance,factory
2592,Heart and Souls (1993),comedy fantasy,
2593,Hud (1963),drama western,
2594,"Hustler, The (1961)",drama,pool
2595,Inherit the Wind (1960),drama,court evolution religion
2596,Dersu Uzala (1975),adventure drama,
2597,Close Encounters of the Third Kind (1977),adventure drama sci fi,
2598,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),comedy,
2599,Retroactive (1997),sci fi thriller,
2600,"Place in the Sun, A (1951)",drama romance,class
2601,Jacob's Ladder (1990),horror mystery,
2602,Empire Records (1995),comedy drama,
2603,"Bamba, La (1987)",drama,
2604,Ladyhawke (1985),adventure fantasy romance,
2605,Lucas (1986),drama romance,
2606,High Fidelity (2000),comedy drama romance,music nick hornby
2607,"Road to El Dorado, The (2000)",animation children,
2608,"Skulls, The (2000)",thriller,
2609,Hook (1991),adventure comedy fantasy,peter pan
2610,"Son of the Sheik, The (1926)",adventure comedy romance,
2611,True Grit (1969),adventure drama western,
2612,Madame Sousatzka (1988),drama,
2613,Max Dugan Returns (1983),comedy,
2614,Midnight Express (1978),drama,netflix queue
2615,Misery (1990),drama horror thriller,claustrophobic horror scary stephen king suspenseful tense thriller
2616,Mr. Saturday Night (1992),comedy drama,
2617,Murphy's Romance (1985),comedy romance,
2618,My Life (1993),drama,death
2619,Solaris (Solyaris) (1972),drama mystery sci fi,
2620,Network (1976),comedy drama,journalism
2621,No Way Out (1987),drama mystery thriller,
2622,North Dallas Forty (1979),comedy drama,
2623,"Odd Couple, The (1968)",comedy,netflix queue
2624,"Outlaw Josey Wales, The (1976)",action adventure drama thriller western,
2625,Frequency (2000),drama thriller,
2626,Ready to Rumble (2000),comedy,
2627,Return to Me (2000),drama romance,transplants
2628,Rules of Engagement (2000),drama thriller,
2629,Joe Gould's Secret (2000),drama,
2630,Me Myself I (2000),comedy romance,alternate endings
2631,"Bell, Book and Candle (1958)",comedy fantasy romance,
2632,Force 10 from Navarone (1978),action drama war,
2633,Mystery Train (1989),comedy drama,
2634,Arthur (1981),comedy romance,
2635,Bachelor Party (1984),comedy,
2636,Parenthood (1989),comedy drama,families
2637,Predator (1987),action sci fi thriller,aliens sci fi scifi cult arnold schwarzenegger dialogue guns jesse ventura macho
2638,"Prince of Tides, The (1991)",drama romance,psychiatrist
2639,"Postman Always Rings Twice, The (1981)",crime thriller,
2640,All the Vermeers in New York (1990),comedy drama romance,
2641,28 Days (2000),drama,
2642,American Psycho (2000),crime horror mystery thriller,
2643,Keeping the Faith (2000),comedy drama romance,priest rabbi
2644,Where the Money Is (2000),comedy drama,
2645,East is East (1999),comedy,
2646,"Filth and the Fury, The (2000)",documentary,
2647,Diner (1982),comedy drama,
2648,Shakes the Clown (1992),comedy,
2649,Cabaret (1972),drama musical,
2650,What Ever Happened to Baby Jane? (1962),drama horror thriller,show business
2651,Auntie Mame (1958),comedy drama,1920s
2652,Guys and Dolls (1955),comedy musical romance,gambling
2653,The Hunger (1983),horror,
2654,Marathon Man (1976),crime drama thriller,
2655,Caddyshack (1980),comedy,golf
2656,Gossip (2000),drama thriller,
2657,Love and Basketball (2000),drama romance,
2658,U-571 (2000),action thriller war,
2659,"Virgin Suicides, The (1999)",drama romance,sofia coppola 1970s suicide
2660,Jennifer 8 (1992),mystery thriller,
2661,Limelight (1952),comedy drama romance,netflix queue
2662,"Crow: Salvation, The (2000)",action horror,
2663,"Flintstones in Viva Rock Vegas, The (2000)",children comedy,
2664,Where the Heart Is (2000),comedy drama,
2665,"Big Kahuna, The (2000)",comedy drama,business religion
2666,Bossa Nova (2000),comedy drama romance,
2667,Smiling Fish and Goat on Fire (1999),comedy romance,
2668,"Idiots, The (Idioterne) (1998)",comedy drama,
2669,Time Code (2000),comedy drama,
2670,Carnosaur (1993),horror sci fi,
2671,Carnosaur 2 (1995),horror sci fi,
2672,Carnosaur 3: Primal Species (1996),horror sci fi,
2673,"Hidden, The (1987)",action horror sci fi,
2674,Two Moon Junction (1988),drama romance,
2675,Gladiator (2000),action adventure drama,ancient rome epic history imdb top 250 revenge russell crowe romans
2676,Up at the Villa (2000),drama,
2677,Human Traffic (1999),comedy,
2678,Breathless (1983),action drama romance thriller,
2679,The Idolmaker (1980),drama romance,
2680,Inferno (1980),horror,
2681,"Lords of Flatbush, The (1974)",comedy drama,
2682,Mr. Mom (1983),comedy drama,
2683,"Time Masters (Maîtres du temps, Les) (1982)",animation sci fi,
2684,Battlefield Earth (2000),action sci fi,
2685,Center Stage (2000),drama musical,
2686,Screwed (2000),comedy,
2687,Whipped (2000),comedy,
2688,Hamlet (2000),crime drama romance thriller,
2689,Anchors Aweigh (1945),comedy musical,
2690,Gypsy (1962),musical,
2691,On the Town (1949),comedy musical romance,
2692,Pee-wee's Big Adventure (1985),adventure comedy,pee wee herman
2693,Regret to Inform (1998),documentary,
2694,Honeymoon in Vegas (1992),comedy romance,
2695,Dinosaur (2000),adventure animation children,
2696,Loser (2000),comedy romance,
2697,Road Trip (2000),comedy,
2698,Small Time Crooks (2000),comedy crime,
2699,"Hollywood Knights, The (1980)",comedy,
2700,"Twelve Chairs, The (1970)",comedy,
2701,Mission: Impossible II (2000),action adventure thriller,
2702,Shanghai Noon (2000),action adventure comedy western,
2703,Better Living Through Circuitry (1999),documentary,
2704,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),comedy,
2705,Carnival of Souls (1962),horror thriller,
2706,Flying Tigers (1942),action drama romance war,
2707,"Gold Rush, The (1925)",adventure comedy romance,mining
2708,Monsieur Verdoux (1947),comedy crime,
2709,On Her Majesty's Secret Service (1969),action adventure romance thriller,
2710,Seven Days in May (1964),thriller,
2711,"Spy Who Loved Me, The (1977)",action adventure thriller,
2712,Vagabond (Sans toit ni loi) (1985),drama,
2713,Moonraker (1979),action adventure sci fi thriller,
2714,"Man with the Golden Gun, The (1974)",action adventure thriller,
2715,"King in New York, A (1957)",comedy drama,
2716,"Woman of Paris, A (1923)",drama,
2717,"Fighting Seabees, The (1944)",action drama war,
2718,Big Momma's House (2000),comedy,
2719,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",horror sci fi,
2720,American Gigolo (1980),drama,
2721,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",horror,
2722,"Endless Summer, The (1966)",documentary,
2723,"Guns of Navarone, The (1961)",action adventure drama war,
2724,Blow-Out (La grande bouffe) (1973),drama,
2725,Quatermass and the Pit (1967),horror sci fi,
2726,Puppet Master (1989),horror sci fi thriller,
2727,Puppet Master II (1991),horror sci fi thriller,
2728,Puppet Master III: Toulon's Revenge (1991),horror sci fi thriller,
2729,Puppet Master 4 (1993),horror sci fi thriller,
2730,Puppet Master 5: The Final Chapter (1994),horror sci fi thriller,
2731,Rent-A-Cop (1988),action comedy crime,
2732,Romeo and Juliet (1968),drama romance,
2733,Stay Tuned (1992),comedy,
2734,Blazing Saddles (1974),comedy western,dark humor easygoing silly
2735,Benji (1974),adventure children,
2736,Benji the Hunted (1987),adventure children,
2737,For the Love of Benji (1977),adventure children comedy drama,
2738,White Christmas (1954),comedy musical romance,christmas
2739,Eraserhead (1977),drama horror,netflix queue art house atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked gruesome hallucinatory insane paranoid strange surreal weird
2740,Baraka (1992),documentary,
2741,"Man with the Golden Arm, The (1955)",drama,
2742,"Decline of Western Civilization, The (1981)",documentary musical,
2743,"Decline of Western Civilization Part II: The Metal Years, The (1988)",documentary,
2744,For a Few Dollars More (Per qualche dollaro in più) (1965),action drama thriller western,
2745,Magnum Force (1973),action crime drama thriller,
2746,Blood Simple (1984),crime drama film noir,coen brothers
2747,"Fabulous Baker Boys, The (1989)",drama romance,
2748,Prizzi's Honor (1985),comedy drama romance,
2749,Flatliners (1990),horror sci fi thriller,
2750,Light Years (Gandahar) (1988),adventure animation fantasy sci fi,
2751,Porky's (1982),comedy,
2752,Porky's II: The Next Day (1983),comedy,
2753,Porky's Revenge (1985),comedy,
2754,Private School (1983),comedy,
2755,Class of Nuke 'Em High (1986),comedy horror,
2756,"Toxic Avenger, The (1985)",comedy horror,
2757,"Toxic Avenger, Part II, The (1989)",comedy horror,
2758,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",comedy horror,
2759,Night of the Creeps (1986),comedy horror sci fi thriller,
2760,Predator 2 (1990),action sci fi thriller,
2761,"Running Man, The (1987)",action sci fi,
2762,Starman (1984),adventure drama romance sci fi,
2763,"Brother from Another Planet, The (1984)",drama sci fi,
2764,Alien Nation (1988),crime drama sci fi thriller,
2765,Mad Max (1979),action adventure sci fi,
2766,"Road Warrior, The (Mad Max 2) (1981)",action adventure sci fi thriller,
2767,Mad Max Beyond Thunderdome (1985),action adventure sci fi,
2768,Bird on a Wire (1990),action comedy romance,
2769,Angel Heart (1987),film noir horror mystery thriller,
2770,9 1/2 Weeks (Nine 1/2 Weeks) (1986),drama romance,
2771,Firestarter (1984),horror thriller,
2772,Sleepwalkers (1992),horror,
2773,Action Jackson (1988),action comedy crime thriller,
2774,Sarafina! (1992),drama,
2775,Soapdish (1991),comedy,television
2776,"Long Walk Home, The (1990)",drama,
2777,Clara's Heart (1988),drama,
2778,Burglar (1987),comedy crime,
2779,Fatal Beauty (1987),action comedy crime drama,
2780,Gone in 60 Seconds (2000),action crime,
2781,Love's Labour's Lost (2000),comedy romance,
2782,Sunshine (1999),drama,
2783,Hamlet (1990),drama,shakespeare
2784,Coming Home (1978),drama war,vietnam
2785,American Pop (1981),animation musical,
2786,Assault on Precinct 13 (1976),action thriller,
2787,Near Dark (1987),horror western,
2788,One False Move (1992),crime drama film noir thriller,
2789,Shaft (1971),action crime drama thriller,
2790,"Conversation, The (1974)",drama mystery,spying
2791,Cutter's Way (1981),drama thriller,
2792,"Fury, The (1978)",horror,
2793,"Paper Chase, The (1973)",drama,
2794,Serpico (1973),crime drama,police
2795,"Ace in the Hole (Big Carnival, The) (1951)",drama,
2796,Lonely Are the Brave (1962),drama western,
2797,"Sugarland Express, The (1974)",drama,
2798,Trouble in Paradise (1932),comedy romance,
2799,Big Trouble in Little China (1986),action adventure comedy fantasy,
2800,Badlands (1973),crime drama thriller,
2801,Battleship Potemkin (1925),drama war,
2802,Boys and Girls (2000),comedy romance,
2803,Shaft (2000),action crime thriller,
2804,Titan A.E. (2000),action adventure animation children sci fi,
2805,Butterfly (La lengua de las mariposas) (1999),drama,
2806,Jesus' Son (1999),drama,
2807,Chicken Run (2000),animation children comedy,
2808,"Me, Myself & Irene (2000)",adventure comedy,
2809,"Patriot, The (2000)",action drama war,
2810,"Adventures of Rocky and Bullwinkle, The (2000)",adventure animation children comedy fantasy,
2811,"Perfect Storm, The (2000)",drama thriller,
2812,"Golden Bowl, The (2000)",drama,
2813,Communion (1989),drama sci fi thriller,
2814,"Kentucky Fried Movie, The (1977)",comedy,
2815,"Blood In, Blood Out (1993)",action crime drama thriller,
2816,F/X (1986),action crime thriller,
2817,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),action crime thriller,
2818,"Hot Spot, The (1990)",crime drama romance,
2819,Missing in Action (1984),action war,
2820,Missing in Action 2: The Beginning (1985),action war,
2821,Braddock: Missing in Action III (1988),action war,
2822,Thunderbolt and Lightfoot (1974),action,
2823,Dreamscape (1984),horror sci fi thriller,
2824,The Golden Voyage of Sinbad (1973),action adventure fantasy,
2825,House Party (1990),comedy,
2826,House Party 2 (1991),comedy drama romance,
2827,Croupier (1998),crime drama,
2828,"Kid, The (2000)",comedy fantasy,
2829,Scary Movie (2000),comedy horror,
2830,But I'm a Cheerleader (1999),comedy,
2831,Shower (Xizao) (1999),comedy,
2832,Blow-Up (Blowup) (1966),drama mystery,
2833,"Pawnbroker, The (1964)",drama,
2834,Groove (2000),drama,
2835,Footloose (1984),drama,
2836,Duel in the Sun (1946),drama romance western,
2837,X-Men (2000),action adventure sci fi,action comic book hugh jackman marvel superhero
2838,Chuck & Buck (2000),comedy drama,
2839,"Five Senses, The (1999)",drama,
2840,"In Crowd, The (2000)",thriller,
2841,What Lies Beneath (2000),drama horror mystery,
2842,Pokémon the Movie 2000 (2000),animation children,
2843,Anatomy of a Murder (1959),drama mystery,court
2844,Freejack (1992),action sci fi,
2845,Mackenna's Gold (1969),western,
2846,Sinbad and the Eye of the Tiger (1977),adventure fantasy,
2847,"Two Women (Ciociara, La) (1960)",drama war,
2848,What About Bob? (1991),comedy,
2849,White Sands (1992),drama thriller,
2850,Breaker Morant (1980),drama war,court
2851,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),comedy,
2852,Interiors (1978),drama,
2853,Love and Death (1975),comedy,
2854,"Official Story, The (La historia oficial) (1985)",drama,missing children
2855,Tampopo (1985),comedy,
2856,Nutty Professor II: The Klumps (2000),comedy,
2857,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",drama romance,
2858,Wonderland (1999),drama,
2859,Autumn in New York (2000),drama romance,
2860,Coyote Ugly (2000),comedy drama romance,
2861,Hollow Man (2000),horror sci fi thriller,
2862,Space Cowboys (2000),action adventure comedy sci fi,
2863,Psycho Beach Party (2000),comedy horror thriller,
2864,Saving Grace (2000),comedy,
2865,"Black Sabbath (Tre volti della paura, I) (1963)",horror,
2866,"Brain That Wouldn't Die, The (1962)",horror sci fi,
2867,Bronco Billy (1980),adventure drama romance,
2868,"Crush, The (1993)",thriller,
2869,Kelly's Heroes (1970),action comedy war,
2870,Phantasm II (1988),action fantasy horror sci fi thriller,
2871,Phantasm III: Lord of the Dead (1994),horror,
2872,Phantasm IV: Oblivion (1998),horror,
2873,Pumpkinhead (1988),horror,
2874,Air America (1990),action comedy,
2875,Sleepaway Camp (1983),horror,
2876,Steel Magnolias (1989),drama,diabetes
2877,And God Created Woman (Et Dieu... créa la femme) (1956),drama,
2878,Easy Money (1983),comedy,
2879,"Ilsa, She Wolf of the SS (1974)",horror,
2880,The Spiral Staircase (1945),horror mystery thriller,disability
2881,I'm the One That I Want (2000),comedy,
2882,"Tao of Steve, The (2000)",comedy,
2883,"Affair of Love, An (Liaison pornographique, Une) (1999)",drama romance,
2884,Bless the Child (2000),thriller,
2885,Cecil B. DeMented (2000),comedy,
2886,"Eyes of Tammy Faye, The (2000)",documentary,netflix queue televangelist
2887,"Replacements, The (2000)",comedy,
2888,About Adam (2000),comedy,
2889,"Cell, The (2000)",drama horror thriller,
2890,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),action adventure sci fi,
2891,"Original Kings of Comedy, The (2000)",comedy documentary,
2892,"Naked Gun: From the Files of Police Squad!, The (1988)",action comedy crime romance,
2893,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",comedy,
2894,Our Town (1940),drama,
2895,Shane (1953),drama western,
2896,"Suddenly, Last Summer (1959)",drama,
2897,Cat Ballou (1965),comedy western,
2898,Supergirl (1984),action adventure fantasy,superhero
2899,"Art of War, The (2000)",action thriller,
2900,Bring It On (2000),comedy,
2901,"Crew, The (2000)",comedy,
2902,Skipped Parts (2000),drama romance,
2903,Highlander: Endgame (Highlander IV) (2000),action adventure fantasy,
2904,Nurse Betty (2000),comedy crime drama romance thriller,
2905,Solas (1999),drama,
2906,"Watcher, The (2000)",crime thriller,
2907,"Way of the Gun, The (2000)",crime thriller,
2908,Almost Famous (2000),drama,music journalism rolling stone
2909,Bait (2000),action comedy,
2910,Circus (2000),crime drama thriller,
2911,Crime and Punishment in Suburbia (2000),comedy drama,
2912,Duets (2000),comedy drama,
2913,Under Suspicion (2000),crime thriller,
2914,Urban Legends: Final Cut (2000),horror,
2915,Woman on Top (2000),comedy romance,
2916,Dancer in the Dark (2000),drama musical,blindness factory
2917,Best in Show (2000),comedy,satire dogs
2918,Beautiful (2000),comedy drama,
2919,"Broken Hearts Club, The (2000)",drama,
2920,Girlfight (2000),drama,
2921,Remember the Titans (2000),drama,
2922,Hellraiser (1987),horror,
2923,Hellbound: Hellraiser II (1988),horror,
2924,Hellraiser III: Hell on Earth (1992),horror,
2925,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",drama fantasy mystery romance,
2926,Bikini Beach (1964),comedy,
2927,Stranger Than Paradise (1984),comedy drama,
2928,Voyage to the Bottom of the Sea (1961),adventure sci fi,
2929,Fantastic Voyage (1966),adventure sci fi,
2930,Abbott and Costello Meet Frankenstein (1948),comedy horror,
2931,"Bank Dick, The (1940)",comedy,
2932,"Creature from the Black Lagoon, The (1954)",adventure horror sci fi,
2933,"Invisible Man, The (1933)",horror sci fi,invisibility
2934,"Killer Shrews, The (1959)",horror sci fi,
2935,Runaway (1984),sci fi thriller,
2936,"Slumber Party Massacre, The (1982)",horror,
2937,Slumber Party Massacre II (1987),horror,
2938,Slumber Party Massacre III (1990),horror,
2939,Sorority House Massacre (1986),horror,
2940,Sorority House Massacre II (1990),horror,
2941,Bamboozled (2000),comedy,
2942,Digimon: The Movie (2000),adventure animation children,
2943,Get Carter (2000),action drama thriller,
2944,Get Carter (1971),action crime drama thriller,
2945,Meet the Parents (2000),comedy,comedy robert de niro
2946,Requiem for a Dream (2000),drama,drug abuse depressing psychology
2947,Tigerland (2000),drama,
2948,Two Family House (2000),drama,netflix queue
2949,"Contender, The (2000)",drama thriller,
2950,Dr. T and the Women (2000),comedy romance,
2951,"Ladies Man, The (2000)",comedy,
2952,Billy Jack (1971),action drama,
2953,Billy Jack Goes to Washington (1977),drama,
2954,"Time Machine, The (1960)",action adventure sci fi,
2955,Ghoulies II (1987),comedy horror,
2956,"Unsinkable Molly Brown, The (1964)",musical,
2957,"Adventures of Ichabod and Mr. Toad, The (1949)",animation children,
2958,"Strange Love of Martha Ivers, The (1946)",drama film noir,
2959,Detour (1945),crime film noir,
2960,Billy Elliot (2000),drama,ballet
2961,Bedazzled (2000),comedy,
2962,Pay It Forward (2000),drama,
2963,"Private Eyes, The (1981)",comedy mystery,
2964,"Legend of Drunken Master, The (Jui kuen II) (1994)",action comedy,
2965,Book of Shadows: Blair Witch 2 (2000),crime horror mystery thriller,
2966,"Little Vampire, The (2000)",adventure children,
2967,Charlie's Angels (2000),action comedy,
2968,"Legend of Bagger Vance, The (2000)",drama romance,
2969,Little Nicky (2000),comedy,
2970,Men of Honor (2000),drama,
2971,Red Planet (2000),action sci fi thriller,
2972,You Can Count on Me (2000),drama romance,family
2973,Diamonds Are Forever (1971),action adventure thriller,
2974,"Eagle Has Landed, The (1976)",drama war,
2975,"6th Day, The (2000)",action sci fi thriller,
2976,Bounce (2000),drama romance,
2977,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),children comedy fantasy,dr seuss
2978,One Day in September (1999),documentary,
2979,Rugrats in Paris: The Movie (2000),animation children comedy,
2980,102 Dalmatians (2000),children comedy,
2981,Malèna (2000),drama romance war,
2982,Quills (2000),drama romance,
2983,Unbreakable (2000),drama sci fi,superhero atmospheric comics father son relationship mindfuck unique somber
2984,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",action drama romance,china martial arts
2985,Dungeons & Dragons (2000),action adventure comedy fantasy,
2986,Proof of Life (2000),drama,
2987,Vertical Limit (2000),action adventure,
2988,"Bounty, The (1984)",adventure drama,
2989,"Planes, Trains & Automobiles (1987)",comedy,
2990,She's Having a Baby (1988),comedy,
2991,"Living Daylights, The (1987)",action adventure thriller,
2992,Transformers: The Movie (1986),adventure animation children sci fi,
2993,Wall Street (1987),drama,business
2994,Born on the Fourth of July (1989),drama war,
2995,Talk Radio (1988),drama,
2996,Brewster's Millions (1985),comedy,
2997,Snatch (2000),comedy crime thriller,
2998,Punchline (1988),comedy drama,stand up comedy
2999,Chocolat (2000),drama romance,
3000,"Dude, Where's My Car? (2000)",comedy sci fi,bad
3001,"Emperor's New Groove, The (2000)",adventure animation children comedy fantasy,
3002,Pollock (2000),drama,
3003,What Women Want (2000),comedy romance,
3004,Finding Forrester (2000),drama,writing
3005,"Gift, The (2000)",thriller,
3006,Before Night Falls (2000),drama,
3007,Cast Away (2000),drama,
3008,"Family Man, The (2000)",comedy drama romance,
3009,"House of Mirth, The (2000)",romance,edith wharton
3010,Miss Congeniality (2000),comedy crime,pageant
3011,"O Brother, Where Art Thou? (2000)",adventure comedy crime,bluegrass
3012,State and Main (2000),comedy drama,movies
3013,Dracula 2000 (2000),horror,
3014,All the Pretty Horses (2000),drama romance western,
3015,"Everlasting Piece, An (2000)",comedy,
3016,Thirteen Days (2000),drama thriller war,
3017,Traffic (2000),crime drama thriller,drugs based tv show
3018,"Claim, The (2000)",romance western,
3019,Shadow of the Vampire (2000),drama horror,
3020,House of Games (1987),crime film noir mystery thriller,
3021,Annie (1982),children musical,
3022,Don't Tell Mom the Babysitter's Dead (1991),comedy,
3023,"Officer and a Gentleman, An (1982)",drama romance,
3024,"Alamo, The (1960)",action drama war western,
3025,At Close Range (1986),crime drama,
3026,Friendly Persuasion (1956),drama,quakers
3027,Gettysburg (1993),drama war,
3028,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),horror sci fi,
3029,Antitrust (2001),crime drama thriller,
3030,Double Take (2001),action comedy,
3031,Save the Last Dance (2001),drama romance,
3032,Panic (2000),drama,
3033,"Pledge, The (2001)",crime drama mystery thriller,
3034,The Man in the Moon (1991),drama romance,
3035,Mystic Pizza (1988),comedy drama romance,
3036,Prelude to a Kiss (1992),comedy drama romance,
3037,Coffy (1973),action crime thriller,
3038,Foxy Brown (1974),action crime drama,
3039,I'm Gonna Git You Sucka (1988),action comedy,
3040,Untamed Heart (1993),drama romance,
3041,Sugar & Spice (2001),comedy,
3042,"Wedding Planner, The (2001)",comedy romance,
3043,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",drama,
3044,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",drama thriller,psychopaths
3045,Amazing Grace and Chuck (1987),drama,
3046,Amazon Women on the Moon (1987),comedy sci fi,
3047,Baby Boom (1987),comedy,
3048,Back to the Beach (1987),comedy,
3049,Barfly (1987),comedy drama romance,
3050,Best Seller (1987),thriller,
3051,Beverly Hills Cop II (1987),action comedy crime thriller,
3052,Beverly Hills Cop (1984),action comedy crime drama,
3053,"Big Easy, The (1987)",action crime mystery romance thriller,
3054,Born in East L.A. (1987),comedy,
3055,"Brave Little Toaster, The (1987)",animation children,
3056,Can't Buy Me Love (1987),comedy romance,
3057,Cherry 2000 (1987),romance sci fi,
3058,Cop (1988),thriller,
3059,Eddie Murphy Raw (1987),comedy documentary,
3060,Empire of the Sun (1987),action adventure drama war,
3061,Ernest Goes to Camp (1987),comedy,
3062,"Evil Dead, The (1981)",fantasy horror thriller,zombies
3063,Flowers in the Attic (1987),drama thriller,
3064,"Fourth Protocol, The (1987)",thriller,
3065,Gardens of Stone (1987),drama war,
3066,"Glass Menagerie, The (1987)",drama,tennessee williams
3067,Hiding Out (1987),comedy,
3068,Hollywood Shuffle (1987),comedy,
3069,Hope and Glory (1987),drama,netflix queue
3070,Innerspace (1987),action adventure comedy sci fi,
3071,Ishtar (1987),comedy,
3072,Jaws: The Revenge (1987),horror thriller,
3073,Leonard Part 6 (1987),comedy sci fi,
3074,Less Than Zero (1987),drama,
3075,"Like Father, Like Son (1987)",comedy,
3076,"Lost Boys, The (1987)",comedy horror thriller,
3077,Made in Heaven (1987),fantasy romance,
3078,Maid to Order (1987),comedy fantasy,
3079,Making Mr. Right (1987),comedy romance sci fi,
3080,Mannequin (1987),comedy romance,
3081,Masters of the Universe (1987),action adventure fantasy sci fi,
3082,"Monster Squad, The (1987)",adventure comedy horror,
3083,My Demon Lover (1987),comedy horror,demons
3084,No Man's Land (1987),crime drama,
3085,Head Over Heels (2001),comedy romance,
3086,Left Behind: The Movie (2000),action adventure drama thriller,
3087,Valentine (2001),horror mystery,
3088,In the Mood For Love (Fa yeung nin wa) (2000),drama romance,atmospheric beautiful bittersweet dreamy elegant heartbreaking intimate loneliness long takes longing melancholic melancholy moody nocturnal romantic unique visually appealing stunning
3089,"Million Dollar Hotel, The (2001)",drama mystery romance,
3090,Nico and Dani (Krámpack) (2000),comedy drama romance,
3091,Hannibal (2001),horror thriller,
3092,Saving Silverman (Evil Woman) (2001),comedy romance,
3093,Vatel (2000),drama,
3094,Down to Earth (2001),comedy fantasy romance,
3095,Recess: School's Out (2001),animation children,
3096,Sweet November (2001),drama romance,
3097,Company Man (2000),comedy,
3098,"Price of Milk, The (2000)",comedy drama fantasy romance,
3099,Monkeybone (2001),animation comedy fantasy,
3100,3000 Miles to Graceland (2001),action thriller,
3101,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",drama romance,death penalty
3102,"Mexican, The (2001)",action comedy,
3103,"Caveman's Valentine, The (2001)",drama,homeless new york
3104,Series 7: The Contenders (2001),action drama,reality tv
3105,15 Minutes (2001),thriller,
3106,Get Over It (2001),comedy romance,
3107,Long Night's Journey Into Day (2000),documentary,eugene o'neill
3108,Avalon (1990),drama,netflix queue
3109,Gray's Anatomy (1996),comedy drama,
3110,Of Mice and Men (1939),drama,
3111,Reform School Girls (1986),action drama,
3112,Tapeheads (1988),comedy,
3113,"Bishop's Wife, The (1947)",comedy drama romance,christmas
3114,Lilies of the Field (1963),drama,
